Сектор на 135.5 градусов, дистанция 2 единицы 
Юнит0, позиция(-100, -66), направление(-33, -59)
Юнит109, позиция(-67, -65), направление(-30, -30)
Юнит110, позиция(-33, -4), направление(-40, -89)
Юнит111, позиция(-6, -60), направление(-50, -15)
Юнит112, позиция(-75, -81), направление(-76, -5)
Юнит113, позиция(-98, -42), направление(-6, -24)
Юнит114, позиция(-7, -22), направление(-34, -29)
Юнит115, позиция(-36, -82), направление(-16, -49)
Юнит116, позиция(-13, -100), направление(-48, -81)
Юнит117, позиция(-43, -90), направление(-74, -40)
Юнит118, позиция(-73, -24), направление(-85, -30)
Юнит119, позиция(-91, -36), направление(-42, -57)
Юнит120, позиция(-13, -35), направление(-14, -18)
Юнит121, позиция(-73, -75), направление(-26, -23)
Юнит122, позиция(-80, -77), направление(-72, -71)
Юнит123, позиция(-4, -77), направление(-38, -98)
Юнит124, позиция(-75, -5), направление(-39, -63)
Юнит125, позиция(-84, -98), направление(-40, -36)
Юнит126, позиция(-29, -89), направление(-74, -70)
Юнит127, позиция(-80, -47), направление(-53, -89)
Юнит128, позиция(-37, -12), направление(-76, -10)
Юнит129, позиция(-71, -38), направление(-49, -60)
Юнит130, позиция(-22, -42), направление(-87, -100)
Юнит131, позиция(-100, -23), направление(-93, -35)
Юнит132, позиция(-40, -97), направление(-61, -42)
Юнит133, позиция(-92, -23), направление(-76, -43)
Юнит134, позиция(-50, -99), направление(-13, -87)
Юнит135, позиция(-16, -7), направление(-72, -40)
Юнит136, позиция(-96, -89), направление(-60, -95)
Юнит137, позиция(-50, -28), направление(-44, -65)
Юнит138, позиция(-84, -44), направление(-15, -77)
Юнит139, позиция(-43, -74), направление(-43, -74)
Юнит140, позиция(-39, -31), направление(-29, -63)
Юнит141, позиция(-88, -83), направление(-78, -4)
Юнит142, позиция(-59, -15), направление(-4, -83)
Юнит143, позиция(-35, -71), направление(-71, -77)
Юнит144, позиция(-45, -4), направление(-68, -41)
Юнит145, позиция(-66, -16), направление(-38, -47)
Юнит146, позиция(-31, -43), направление(-28, -46)
Юнит147, позиция(-17, -93), направление(-37, -68)
Юнит148, позиция(-52, -33), направление(-65, -89)
Юнит149, позиция(-58, -77), направление(-62, -25)
Юнит150, позиция(-25, -59), направление(-89, -46)
Юнит151, позиция(-30, -79), направление(-75, -41)
Юнит152, позиция(-17, -95), направление(-66, -74)
Юнит153, позиция(-99, -21), направление(-2, -50)
Юнит154, позиция(-66, -63), направление(-66, -7)
Юнит155, позиция(-95, -24), направление(-7, -44)
Юнит156, позиция(-100, -19), направление(-52, -38)
Юнит157, позиция(-45, -45), направление(-59, -87)
Юнит158, позиция(-23, -89), направление(-38, -58)
Юнит159, позиция(-57, -48), направление(-22, -76)
Юнит160, позиция(-87, -60), направление(-27, -4)
Юнит161, позиция(-90, -82), направление(-28, -25)
Юнит162, позиция(-5, -88), направление(-68, -83)
Юнит163, позиция(-12, -60), направление(-69, -31)
Юнит164, позиция(-11, -3), направление(-10, -15)
Юнит165, позиция(-86, -47), направление(-55, -10)
Юнит166, позиция(-42, -56), направление(-60, -49)
Юнит167, позиция(-95, -8), направление(-41, -65)
Юнит168, позиция(-71, -97), направление(-19, -36)
Юнит169, позиция(-3, -8), направление(-92, -25)
Юнит170, позиция(-73, -39), направление(-44, -51)
Юнит171, позиция(-60, -71), направление(-59, -33)
Юнит172, позиция(-23, -99), направление(-26, -87)
Юнит173, позиция(-8, -87), направление(-17, -85)
Юнит174, позиция(-41, -8), направление(-99, -76)
Юнит175, позиция(-16, -73), направление(-72, -30)
Юнит176, позиция(-30, -2), направление(-14, -25)
Юнит177, позиция(-97, -96), направление(-53, -13)
Юнит178, позиция(-37, -94), направление(-37, -79)
Юнит179, позиция(-60, -11), направление(-29, -90)
Юнит180, позиция(-87, -81), направление(-58, -36)
Юнит181, позиция(-68, -82), направление(-96, -9)
Юнит182, позиция(-61, -25), направление(-95, -50)
Юнит183, позиция(-53, -2), направление(-78, -97)
Юнит184, позиция(-36, -29), направление(-52, -16)
Юнит185, позиция(-88, -55), направление(-25, -87)
Юнит186, позиция(-38, -31), направление(-22, -54)
Юнит187, позиция(-56, -11), направление(-15, -81)
Юнит188, позиция(-92, -55), направление(-60, -35)
Юнит189, позиция(-77, -99), направление(-30, -82)
Юнит190, позиция(-13, -48), направление(-28, -68)
Юнит191, позиция(-97, -99), направление(-37, -30)
Юнит192, позиция(-31, -100), направление(-73, -77)
Юнит193, позиция(-57, -72), направление(-35, -85)
Юнит194, позиция(-63, -57), направление(-12, -53)
Юнит195, позиция(-19, -51), направление(-37, -91)
Юнит196, позиция(-40, -92), направление(-58, -12)
Юнит197, позиция(-12, -46), направление(-42, -79)
Юнит198, позиция(-57, -51), направление(-10, -54)
Юнит199, позиция(-33, -52), направление(-80, -70)
Юнит200, позиция(-74, -65), направление(-17, -64)
Юнит201, позиция(-71, -47), направление(-62, -15)
Юнит202, позиция(-41, -77), направление(-52, -76)
Юнит203, позиция(-45, -56), направление(-34, -43)
Юнит204, позиция(-75, -89), направление(-74, -82)
Юнит205, позиция(-4, -51), направление(-99, -45)
Юнит206, позиция(-58, -36), направление(-85, -16)
Юнит207, позиция(-4, -58), направление(-87, -25)
Юнит208, позиция(-94, -74), направление(-28, -52)
Юнит209, позиция(-95, -96), направление(-71, -27)
Юнит210, позиция(-7, -25), направление(-88, -74)
Юнит211, позиция(-59, -64), направление(-64, -35)
Юнит212, позиция(-48, -44), направление(-6, -86)
Юнит213, позиция(-45, -18), направление(-62, -64)
Юнит214, позиция(-59, -70), направление(-69, -85)
Юнит215, позиция(-14, -63), направление(-89, -75)
Юнит216, позиция(-66, -38), направление(-50, -10)
Юнит217, позиция(-48, -84), направление(-47, -7)
Юнит218, позиция(-46, -67), направление(-38, -92)
Юнит219, позиция(-44, -97), направление(-66, -97)
Юнит220, позиция(-87, -83), направление(-76, -52)
Юнит221, позиция(-20, -100), направление(-72, -91)
Юнит222, позиция(-45, -50), направление(-42, -82)
Юнит223, позиция(-24, -97), направление(-36, -39)
Юнит224, позиция(-39, -98), направление(-91, -57)
Юнит225, позиция(-47, -18), направление(-52, -11)
Юнит226, позиция(-77, -98), направление(-80, -26)
Юнит227, позиция(-41, -22), направление(-31, -69)
Юнит228, позиция(-97, -29), направление(-81, -92)
Юнит229, позиция(-8, -96), направление(-19, -55)
Юнит230, позиция(-11, -2), направление(-87, -15)
Юнит231, позиция(-90, -63), направление(-62, -78)
Юнит232, позиция(-39, -92), направление(-66, -39)
Юнит233, позиция(-31, -85), направление(-7, -41)
Юнит234, позиция(-100, -42), направление(-31, -63)
Юнит235, позиция(-85, -83), направление(-36, -29)
Юнит236, позиция(-61, -70), направление(-85, -45)
Юнит237, позиция(-46, -18), направление(-12, -88)
Юнит238, позиция(-26, -16), направление(-90, -15)
Юнит239, позиция(-59, -49), направление(-85, -20)
Юнит240, позиция(-2, -90), направление(-21, -85)
Юнит241, позиция(-68, -23), направление(-12, -27)
Юнит242, позиция(-92, -87), направление(-11, -44)
Юнит243, позиция(-37, -77), направление(-10, -59)
Юнит244, позиция(-100, -22), направление(-16, -72)
Юнит245, позиция(-29, -26), направление(-15, -29)
Юнит246, позиция(-5, -47), направление(-33, -67)
Юнит247, позиция(-71, -24), направление(-75, -32)
Юнит248, позиция(-7, -91), направление(-2, -50)
Юнит249, позиция(-51, -84), направление(-20, -14)
Юнит250, позиция(-36, -21), направление(-72, -33)
Юнит251, позиция(-84, -74), направление(-95, -79)
Юнит252, позиция(-13, -34), направление(-74, -84)
Юнит253, позиция(-14, -60), направление(-36, -19)
Юнит254, позиция(-36, -79), направление(-38, -79)
Юнит255, позиция(-27, -98), направление(-85, -91)
Юнит256, позиция(-38, -55), направление(-59, -76)
Юнит257, позиция(-32, -94), направление(-69, -77)
Юнит258, позиция(-93, -93), направление(-98, -82)
Юнит259, позиция(-70, -64), направление(-88, -19)
Юнит260, позиция(-44, -16), направление(-91, -86)
Юнит261, позиция(-48, -4), направление(-7, -10)
Юнит262, позиция(-52, -92), направление(-55, -46)
Юнит263, позиция(-86, -69), направление(-88, -9)
Юнит264, позиция(-96, -78), направление(-42, -61)
Юнит265, позиция(-21, -31), направление(-48, -5)
Юнит266, позиция(-34, -82), направление(-77, -62)
Юнит267, позиция(-4, -14), направление(-2, -41)
Юнит268, позиция(-78, -42), направление(-67, -38)
Юнит269, позиция(-75, -63), направление(-8, -54)
Юнит270, позиция(-93, -98), направление(-42, -53)
Юнит271, позиция(-100, -8), направление(-70, -2)
Юнит272, позиция(-52, -48), направление(-1, -22)
Юнит273, позиция(-25, -85), направление(-60, -18)
Юнит274, позиция(-3, -64), направление(-33, -38)
Юнит275, позиция(-49, -72), направление(-3, -82)
Юнит276, позиция(-75, -51), направление(-70, -84)
Юнит277, позиция(-60, -80), направление(-71, -42)
Юнит278, позиция(-45, -38), направление(-53, -40)
Юнит279, позиция(-46, -39), направление(-8, -25)
Юнит280, позиция(-54, -86), направление(-54, -2)
Юнит281, позиция(-37, -62), направление(-31, -12)
Юнит282, позиция(-25, -79), направление(-85, -25)
Юнит283, позиция(-30, -66), направление(-72, -85)
Юнит284, позиция(-38, -43), направление(-36, -95)
Юнит285, позиция(-31, -51), направление(-76, -39)
Юнит286, позиция(-67, -50), направление(-77, -70)
Юнит287, позиция(-64, -63), направление(-90, -75)
Юнит288, позиция(-64, -7), направление(-22, -63)
Юнит289, позиция(-51, -9), направление(-36, -86)
Юнит290, позиция(-96, -63), направление(-95, -65)
Юнит291, позиция(-30, -36), направление(-77, -63)
Юнит292, позиция(-15, -19), направление(-32, -92)
Юнит293, позиция(-6, -48), направление(-27, -48)
Юнит294, позиция(-28, -4), направление(-74, -24)
Юнит295, позиция(-81, -26), направление(-60, -51)
Юнит296, позиция(-11, -59), направление(-89, -57)
Юнит297, позиция(-15, -95), направление(-35, -81)
Юнит298, позиция(-91, -85), направление(-50, -84)
Юнит299, позиция(-26, -7), направление(-34, -36)
Юнит300, позиция(-27, -5), направление(-100, -91)
Юнит301, позиция(-32, -28), направление(-39, -11)
Юнит302, позиция(-74, -32), направление(-69, -42)
Юнит303, позиция(-21, -26), направление(-78, -90)
Юнит304, позиция(-9, -18), направление(-48, -90)
Юнит305, позиция(-36, -26), направление(-36, -5)
Юнит306, позиция(-26, -40), направление(-45, -98)
Юнит307, позиция(-53, -78), направление(-79, -28)
Юнит308, позиция(-5, -95), направление(-11, -23)
Юнит309, позиция(-46, -57), направление(-50, -6)
Юнит310, позиция(-61, -28), направление(-88, -19)
Юнит311, позиция(-33, -38), направление(-88, -72)
Юнит312, позиция(-77, -92), направление(-85, -92)
Юнит313, позиция(-14, -96), направление(-66, -41)
Юнит314, позиция(-94, -55), направление(-42, -81)
Юнит315, позиция(-8, -33), направление(-100, -34)
Юнит316, позиция(-26, -44), направление(-68, -13)
Юнит317, позиция(-78, -17), направление(-79, -53)
Юнит318, позиция(-52, -17), направление(-24, -69)
Юнит319, позиция(-24, -82), направление(-18, -77)
Юнит320, позиция(-44, -18), направление(-89, -80)
Юнит321, позиция(-14, -76), направление(-75, -10)
Юнит322, позиция(-66, -57), направление(-31, -23)
Юнит323, позиция(-9, -32), направление(-32, -23)
Юнит324, позиция(-73, -72), направление(-17, -4)
Юнит325, позиция(-88, -3), направление(-29, -74)
Юнит326, позиция(-55, -92), направление(-73, -97)
Юнит327, позиция(-63, -62), направление(-15, -92)
Юнит328, позиция(-50, -99), направление(-87, -57)
Юнит329, позиция(-51, -50), направление(-89, -72)
Юнит330, позиция(-19, -31), направление(-46, -8)
Юнит331, позиция(-7, -87), направление(-33, -35)
Юнит332, позиция(-70, -28), направление(-28, -66)
Юнит333, позиция(-23, -23), направление(-58, -99)
Юнит334, позиция(-19, -36), направление(-98, -30)
Юнит335, позиция(-77, -63), направление(-77, -10)
Юнит336, позиция(-73, -31), направление(-5, -21)
Юнит337, позиция(-42, -18), направление(-90, -58)
Юнит338, позиция(-72, -30), направление(-13, -74)
Юнит339, позиция(-40, -87), направление(-42, -49)
Юнит340, позиция(-90, -58), направление(-14, -17)
Юнит341, позиция(-59, -66), направление(-72, -28)
Юнит342, позиция(-35, -33), направление(-97, -82)
Юнит343, позиция(-50, -43), направление(-19, -62)
Юнит344, позиция(-39, -42), направление(-2, -86)
Юнит345, позиция(-22, -93), направление(-44, -37)
Юнит346, позиция(-25, -35), направление(-65, -11)
Юнит347, позиция(-40, -67), направление(-14, -14)
Юнит348, позиция(-8, -72), направление(-52, -70)
Юнит349, позиция(-65, -34), направление(-60, -67)
Юнит350, позиция(-8, -63), направление(-1, -90)
Юнит351, позиция(-31, -48), направление(-72, -18)
Юнит352, позиция(-48, -92), направление(-6, -56)
Юнит353, позиция(-92, -65), направление(-68, -53)
Юнит354, позиция(-51, -57), направление(-3, -36)
Юнит355, позиция(-100, -11), направление(-59, -85)
Юнит356, позиция(-49, -77), направление(-52, -88)
Юнит357, позиция(-100, -9), направление(-67, -26)
Юнит358, позиция(-81, -3), направление(-10, -46)
Юнит359, позиция(-56, -69), направление(-22, -20)
Юнит360, позиция(-75, -1), направление(-13, -60)
Юнит361, позиция(-7, -8), направление(-62, -17)
Юнит362, позиция(-66, -40), направление(-89, -48)
Юнит363, позиция(-71, -15), направление(-3, -60)
Юнит364, позиция(-8, -9), направление(-95, -60)
Юнит365, позиция(-21, -22), направление(-51, -90)
Юнит366, позиция(-7, -27), направление(-23, -29)
Юнит367, позиция(-24, -74), направление(-3, -80)
Юнит368, позиция(-41, -22), направление(-18, -10)
Юнит369, позиция(-51, -41), направление(-11, -82)
Юнит370, позиция(-92, -20), направление(-28, -76)
Юнит371, позиция(-97, -23), направление(-92, -33)
Юнит372, позиция(-26, -4), направление(-93, -30)
Юнит373, позиция(-39, -81), направление(-89, -78)
Юнит374, позиция(-17, -37), направление(-10, -44)
Юнит375, позиция(-59, -48), направление(-68, -84)
Юнит376, позиция(-4, -38), направление(-87, -46)
Юнит377, позиция(-1, -96), направление(-85, -40)
Юнит378, позиция(-68, -2), направление(-20, -64)
Юнит379, позиция(-83, -60), направление(-16, -13)
Юнит380, позиция(-18, -59), направление(-30, -94)
Юнит381, позиция(-95, -42), направление(-77, -51)
Юнит382, позиция(-84, -4), направление(-5, -79)
Юнит383, позиция(-42, -21), направление(-22, -22)
Юнит384, позиция(-71, -93), направление(-50, -23)
Юнит385, позиция(-24, -22), направление(-5, -19)
Юнит386, позиция(-35, -16), направление(-1, -47)
Юнит387, позиция(-57, -28), направление(-92, -7)
Юнит388, позиция(-45, -32), направление(-86, -71)
Юнит389, позиция(-52, -78), направление(-27, -9)
Юнит390, позиция(-54, -56), направление(-14, -49)
Юнит391, позиция(-84, -71), направление(-83, -23)
Юнит392, позиция(-88, -31), направление(-9, -26)
Юнит393, позиция(-85, -9), направление(-7, -54)
Юнит394, позиция(-48, -60), направление(-43, -51)
Юнит395, позиция(-74, -13), направление(-49, -64)
Юнит396, позиция(-6, -17), направление(-45, -38)
Юнит397, позиция(-35, -35), направление(-3, -20)
Юнит398, позиция(-22, -22), направление(-39, -87)
Юнит399, позиция(-53, -89), направление(-60, -22)
Юнит400, позиция(-11, -25), направление(-30, -55)
Юнит401, позиция(-35, -67), направление(-51, -50)
Юнит402, позиция(-68, -93), направление(-18, -86)
Юнит403, позиция(-18, -78), направление(-33, -4)
Юнит404, позиция(-13, -69), направление(-59, -90)
Юнит405, позиция(-62, -79), направление(-21, -95)
Юнит406, позиция(-54, -92), направление(-53, -49)
Юнит407, позиция(-78, -11), направление(-41, -24)
Юнит408, позиция(-72, -45), направление(-14, -34)
Юнит409, позиция(-23, -47), направление(-40, -86)
Юнит410, позиция(-69, -39), направление(-97, -52)
Юнит411, позиция(-94, -3), направление(-45, -18)
Юнит412, позиция(-19, -4), направление(-79, -48)
Юнит413, позиция(-76, -53), направление(-45, -79)
Юнит414, позиция(-26, -24), направление(-65, -82)
Юнит415, позиция(-47, -26), направление(-2, -41)
Юнит416, позиция(-12, -57), направление(-65, -78)
Юнит417, позиция(-20, -53), направление(-68, -47)
Юнит418, позиция(-99, -50), направление(-22, -74)
Юнит419, позиция(-37, -45), направление(-1, -39)
Юнит420, позиция(-55, -39), направление(-27, -84)
Юнит421, позиция(-47, -50), направление(-26, -27)
Юнит422, позиция(-90, -1), направление(-13, -19)
Юнит423, позиция(-71, -28), направление(-35, -57)
Юнит424, позиция(-19, -24), направление(-88, -19)
Юнит425, позиция(-95, -29), направление(-10, -53)
Юнит426, позиция(-80, -11), направление(-68, -28)
Юнит427, позиция(-7, -42), направление(-69, -35)
Юнит428, позиция(-94, -52), направление(-22, -94)
Юнит429, позиция(-3, -4), направление(-34, -29)
Юнит430, позиция(-12, -71), направление(-6, -80)
Юнит431, позиция(-22, -31), направление(-16, -91)
Юнит432, позиция(-16, -74), направление(-85, -83)
Юнит433, позиция(-3, -72), направление(-94, -32)
Юнит434, позиция(-15, -1), направление(-10, -82)
Юнит435, позиция(-90, -80), направление(-1, -14)
Юнит436, позиция(-15, -85), направление(-87, -29)
Юнит437, позиция(-33, -69), направление(-20, -82)
Юнит438, позиция(-93, -14), направление(-56, -13)
Юнит439, позиция(-69, -26), направление(-73, -40)
Юнит440, позиция(-7, -32), направление(-29, -48)
Юнит441, позиция(-96, -89), направление(-63, -15)
Юнит442, позиция(-78, -32), направление(-94, -23)
Юнит443, позиция(-63, -58), направление(-100, -87)
Юнит444, позиция(-11, -45), направление(-12, -62)
Юнит445, позиция(-16, -7), направление(-19, -53)
Юнит446, позиция(-83, -7), направление(-39, -13)
Юнит447, позиция(-35, -53), направление(-18, -99)
Юнит448, позиция(-5, -16), направление(-96, -47)
Юнит449, позиция(-19, -36), направление(-79, -75)
Юнит450, позиция(-57, -44), направление(-94, -28)
Юнит451, позиция(-32, -20), направление(-20, -7)
Юнит452, позиция(-49, -32), направление(-87, -89)
Юнит453, позиция(-60, -32), направление(-21, -84)
Юнит454, позиция(-37, -21), направление(-67, -69)
Юнит455, позиция(-5, -64), направление(-47, -41)
Юнит456, позиция(-65, -80), направление(-26, -35)
Юнит457, позиция(-75, -45), направление(-24, -20)
Юнит458, позиция(-44, -41), направление(-92, -29)
Юнит459, позиция(-60, -95), направление(-68, -98)
Юнит460, позиция(-38, -15), направление(-38, -25)
Юнит461, позиция(-98, -3), направление(-64, -20)
Юнит462, позиция(-24, -60), направление(-20, -92)
Юнит463, позиция(-54, -60), направление(-7, -42)
Юнит464, позиция(-20, -3), направление(-27, -26)
Юнит465, позиция(-93, -100), направление(-28, -65)
Юнит466, позиция(-12, -59), направление(-34, -45)
Юнит467, позиция(-4, -85), направление(-32, -19)
Юнит468, позиция(-64, -88), направление(-91, -75)
Юнит469, позиция(-58, -57), направление(-38, -45)
Юнит470, позиция(-52, -88), направление(-78, -79)
Юнит471, позиция(-86, -83), направление(-32, -82)
Юнит472, позиция(-41, -65), направление(-10, -50)
Юнит473, позиция(-60, -97), направление(-5, -31)
Юнит474, позиция(-9, -95), направление(-1, -21)
Юнит475, позиция(-47, -48), направление(-19, -39)
Юнит476, позиция(-58, -13), направление(-71, -67)
Юнит477, позиция(-86, -80), направление(-17, -47)
Юнит478, позиция(-71, -37), направление(-56, -82)
Юнит479, позиция(-30, -31), направление(-36, -48)
Юнит480, позиция(-13, -6), направление(-53, -95)
Юнит481, позиция(-60, -77), направление(-24, -74)
Юнит482, позиция(-90, -12), направление(-10, -21)
Юнит483, позиция(-30, -79), направление(-55, -29)
Юнит484, позиция(-22, -45), направление(-11, -17)
Юнит485, позиция(-65, -38), направление(-94, -21)
Юнит486, позиция(-12, -67), направление(-4, -13)
Юнит487, позиция(-10, -7), направление(-21, -65)
Юнит488, позиция(-95, -99), направление(-35, -38)
Юнит489, позиция(-66, -31), направление(-33, -93)
Юнит490, позиция(-55, -2), направление(-43, -29)
Юнит491, позиция(-56, -62), направление(-82, -3)
Юнит492, позиция(-36, -72), направление(-37, -28)
Юнит493, позиция(-96, -10), направление(-77, -99)
Юнит494, позиция(-8, -3), направление(-73, -99)
Юнит495, позиция(-37, -99), направление(-37, -29)
Юнит496, позиция(-55, -79), направление(-35, -79)
Юнит497, позиция(-78, -59), направление(-5, -90)
Юнит498, позиция(-45, -85), направление(-49, -88)
Юнит499, позиция(-18, -21), направление(-62, -7)
Юнит500, позиция(-93, -78), направление(-46, -92)
Юнит501, позиция(-10, -56), направление(-62, -55)
Юнит502, позиция(-77, -96), направление(-46, -61)
Юнит503, позиция(-19, -76), направление(-22, -75)
Юнит504, позиция(-6, -77), направление(-67, -70)
Юнит505, позиция(-55, -13), направление(-54, -70)
Юнит506, позиция(-11, -50), направление(-84, -95)
Юнит507, позиция(-3, -65), направление(-37, -62)
Юнит508, позиция(-92, -76), направление(-70, -91)
Юнит509, позиция(-28, -80), направление(-26, -63)
Юнит510, позиция(-39, -66), направление(-45, -7)
Юнит511, позиция(-25, -16), направление(-94, -44)
Юнит512, позиция(-68, -59), направление(-81, -18)
Юнит513, позиция(-17, -21), направление(-21, -16)
Юнит514, позиция(-82, -75), направление(-64, -33)
Юнит515, позиция(-23, -81), направление(-72, -63)
Юнит516, позиция(-5, -44), направление(-9, -63)
Юнит517, позиция(-68, -7), направление(-99, -40)
Юнит518, позиция(-93, -25), направление(-20, -64)
Юнит519, позиция(-10, -81), направление(-26, -16)
Юнит520, позиция(-71, -49), направление(-59, -24)
Юнит521, позиция(-9, -28), направление(-26, -10)
Юнит522, позиция(-61, -10), направление(-13, -11)
Юнит523, позиция(-19, -37), направление(-47, -7)
Юнит524, позиция(-21, -24), направление(-95, -97)
Юнит525, позиция(-2, -32), направление(-61, -5)
Юнит526, позиция(-79, -85), направление(-61, -17)
Юнит527, позиция(-62, -78), направление(-74, -7)
Юнит528, позиция(-22, -1), направление(-19, -72)
Юнит529, позиция(-66, -57), направление(-77, -9)
Юнит530, позиция(-93, -98), направление(-51, -57)
Юнит531, позиция(-54, -13), направление(-59, -98)
Юнит532, позиция(-100, -87), направление(-63, -9)
Юнит533, позиция(-65, -38), направление(-10, -84)
Юнит534, позиция(-18, -23), направление(-90, -74)
